Price;Generation;Body;Engine;Transmission;Drive;Steering Wheel;Color;Customs
₸2 600 000,00;2007 - 2015 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸17 696 000,00;2013 - н.в. 1 поколение;Фургон;2.7 (бензин);Механика;Задний привод;Слева;;Да
₸15 990 000,00;2023 - н.в. 1 поколение;Внедорожник;2 (бензин);Робот;Полный привод;Слева;красный металлик;Да
₸12 590 000,00;2022 - н.в. 1 поколение;Кроссовер;1.6 (бензин);Робот;Передний привод;Слева;белый металлик;Да
₸3 500 000,00;1991 - 2011 1 поколение рестайлинг;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸9 000 000,00;2020 - н.в. 4 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;серебристый;Да
₸10 500 000,00;2019 - н.в. 8 поколение (DN8);Седан;2 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸5 990 000,00;2006 - 2009 3 поколение рестайлинг (BL/BP);Универсал;2.5 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸4 200 000,00;2012 - 2016 2 поколение рестайлинг;Пикап;2.3 (бензин);Механика;Полный привод;Слева;серебристый металлик;Да
₸3 850 000,00;2005 - 2011 1 поколение рестайлинг (TB);Хэтчбек;1.4 (бензин);Автомат;Передний привод;Слева;черный;Да
₸3 400 000,00;2012 - н.в. 1 поколение;Универсал;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸18 500 000,00;2007 - 2012 J200;Внедорожник;4.7 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸3 000 000,00;2011 - 2015 T300;Седан;1.6 (бензин);Автомат;Передний привод;Слева;синий;Да
₸6 300 000,00;2010 - 2013 3 поколение (FSGDS6B);Седан;2.4 (бензин);Автомат;Передний привод;Слева;белый;Да
₸9 250 000,00;2012 - 2015 4 поколение (A4);Кроссовер;2 (бензин);Вариатор;Полный привод;Слева;черный металлик;Да
₸4 300 000,00;1994 - н.в. 1 поколение;Пикап;2.4 (бензин);Механика;Задний привод;Слева;белый;Да
₸5 500 000,00;1996 - 2008 1 поколение;Внедорожник;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸25 599 000,00;2012 - 2015 3 поколение рестайлинг (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸7 000 000,00;2015 - н.в. 1 поколение;Универсал;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸2 430 000,00;1994 - 1999 B (V94);Седан;4.3 (бензин);Автомат;Задний привод;Слева;вишня металлик;Да
₸6 000 000,00;2011 - 2015 X рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸3 000 000,00;1997 - 2000 1 поколение (SF);Кроссовер;2.5 (бензин);Механика;Полный привод;Справа;зеленый металлик;Да
₸46 000 000,00;2023 - н.в. J250;Внедорожник;2.4 (бензин);Автомат;Полный привод;Слева;;Да
₸17 700 000,00;2009 - 2013 J150;Внедорожник;4 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸13 500 000,00;2020 - н.в. 7 поколение (CN7);Седан;2 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸14 590 000,00;2021 - н.в. 1 поколение;Кроссовер;2 (бензин);Робот;Передний привод;Слева;;Да
₸5 900 000,00;2005 - 2008 3 поколение (A3);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;;Да
₸730 000,00;1995 - 2012 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸7 500 000,00;2015 - н.в. 1 поколение;Универсал;1.8 (бензин);Механика;Передний привод;Слева;белый;Да
₸13 800 000,00;2015 - 2018 L538 рестайлинг;Кроссовер;2 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸25 090 000,00;2018 - н.в. 3 поколение;Кроссовер;3 (дизель);Автомат;Полный привод;Слева;синий;Да
₸23 990 000,00;2012 - 2015 3 поколение рестайлинг (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸28 000 000,00;2013 - 2016 970 рестайлинг;Лифтбек;3 (бензин);Робот;Полный привод;Слева;;Да
₸10 000 000,00;2011 - 2016 F30/F31/F34 (F30/F80);Седан;2 (бензин);Автомат;Задний привод;Слева;черный;Да
₸10 900 000,00;2021 - н.в. 3 поколение;Кроссовер;2 (бензин);Вариатор;Передний привод;Слева;коричневый;Да
₸14 790 000,00;2015 - 2018 6 поколение рестайлинг (V6);Седан;2.5 (бензин);Автомат;Передний привод;Слева;черный;Да
₸8 000 000,00;2018 - 2020 6 поколение рестайлинг (AD/ADA);Седан;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸2 000 000,00;1991 - 1996 СV10;Седан;2.5 (бензин);Автомат;Передний привод;Справа;серебристый;Да
₸9 490 000,00;2018 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸7 600 000,00;2006 - 2010 E70;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;;Да
₸15 000 000,00;2016 - 2019 3 поколение рестайлинг (U5);Кроссовер;3.5 (бензин);Автомат;Полный привод;Слева;черный;Да
₸24 950 000,00;2021 - н.в. 1 поколение;Лифтбек;;Автомат;Полный привод;Слева;;Да
₸22 250 000,00;2021 - н.в. 1 поколение;Лифтбек;;Автомат;Полный привод;Слева;;Да
₸16 064 000,00;2013 - н.в. 1 поколение;Фургон;2.7 (бензин);Механика;Задний привод;Слева;;Да
₸10 990 000,00;2019 - н.в. E210;Седан;1.6 (бензин);Вариатор;Передний привод;Слева;;Да
₸2 480 000,00;2005 - 2008 1 поколение рестайлинг (3A/C);Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸9 400 000,00;2021 - н.в. 1 поколение;Кроссовер;1.4 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸20 790 000,00;2023 - н.в. XV80;Седан;2.5 (бензин);Автомат;Передний привод;Слева;;Да
